fix_commit,fname,changed_lines,bug_commits
a5a933c,yarn.lock,"[[('-17', '11'), ('+16', '0')], [('-48', '10'), ('+36', '0')], [('-106', '29'), ('+85', '1')], [('-163', '9'), ('+113', '0')], [('-181', '11'), ('+122', '0')], [('-204', '19'), ('+134', '0')], [('-261', '14'), ('+172', '0')], [('-290', '4'), ('+188', '4')], [('-295', '1'), ('+193', '1')], [('-298', '11'), ('+196', '12')], [('-312', '2'), ('+211', '2')], [('-318', '4'), ('+217', '4')], [('-323', '1'), ('+222', '1')], [('-325', '1'), ('+223', '0')], [('-328', '49'), ('+226', '101')], [('-378', '1'), ('+327', '0')], [('-381', '4'), ('+330', '4')], [('-394', '3'), ('+343', '3')], [('-398', '2'), ('+347', '2')], [('-404', '26'), ('+353', '26')], [('-432', '1'), ('+381', '1')], [('-434', '4'), ('+383', '4')], [('-439', '2'), ('+388', '2')], [('-815', '4'), ('+764', '4')], [('-939', '3'), ('+888', '3')], [('-950', '3'), ('+899', '3')], [('-957', '3'), ('+906', '3')], [('-965', '3'), ('+914', '3')], [('-985', '5'), ('+933', '0')], [('-991', '3'), ('+935', '3')], [('-1005', '3'), ('+949', '3')], [('-1017', '3'), ('+961', '3')], [('-1044', '3'), ('+988', '3')], [('-1054', '3'), ('+998', '3')], [('-1058', '4'), ('+1002', '4')], [('-1063', '4'), ('+1007', '6')], [('-1074', '3'), ('+1020', '3')], [('-1079', '1'), ('+1025', '8')], [('-1104', '3'), ('+1057', '3')], [('-1109', '3'), ('+1062', '3')], [('-1116', '3'), ('+1069', '3')]]","{'bcf0bc7b', '7614a132', 'e3bd5932', '6858417c', '18aa599c', 'cce8c883', '^f754de9'}"
7614a13,package.json,"[[('-21', '7'), ('+21', '3')]]","{'^f754de9', '6858417c', '2511e15c'}"
7614a13,scenario/package.json,"[[('-13', '1'), ('+13', '1')], [('-15', '6'), ('+15', '6')], [('-23', '3'), ('+23', '3')], [('-27', '2'), ('+27', '2')]]","{'^f754de9', 'cce8c883', 'e3bd5932'}"
7614a13,scenario/tsconfig.json,"[[('-24', '1'), ('+24', '1')]]",{'^f754de9'}
7614a13,scenario/yarn.lock,"[[('-16', '4'), ('+16', '4')], [('-21', '3'), ('+21', '4')], [('-27', '10'), ('+28', '11')], [('-42', '20'), ('+44', '1')], [('-75', '4'), ('+58', '4')], [('-80', '2'), ('+63', '2')], [('-85', '39'), ('+68', '13')], [('-127', '1'), ('+84', '1')], [('-139', '13'), ('+96', '4')], [('-153', '23'), ('+101', '3')], [('-177', '6'), ('+104', '0')], [('-212', '4'), ('+134', '4')], [('-217', '5'), ('+139', '5')], [('-224', '0'), ('+147', '1')], [('-228', '1'), ('+151', '1')], [('-231', '1'), ('+154', '1')], [('-249', '4'), ('+172', '4')], [('-254', '1'), ('+177', '1')], [('-256', '1'), ('+179', '1')], [('-269', '4'), ('+192', '4')], [('-274', '0'), ('+198', '1')], [('-277', '1'), ('+201', '1')], [('-299', '4'), ('+223', '4')], [('-304', '3'), ('+228', '3')], [('-311', '1'), ('+235', '20')], [('-332', '10'), ('+275', '11')], [('-506', '4'), ('+450', '4')], [('-511', '3'), ('+455', '3')], [('-515', '1'), ('+459', '1')], [('-520', '12'), ('+464', '12')], [('-534', '1'), ('+478', '1')], [('-545', '1'), ('+489', '353')], [('-833', '0'), ('+1130', '5')], [('-887', '0'), ('+1189', '7')], [('-943', '0'), ('+1252', '5')], [('-953', '0'), ('+1267', '5')], [('-1032', '63'), ('+1350', '62')], [('-1098', '4'), ('+1415', '4')], [('-1105', '62'), ('+1422', '62')], [('-1169', '4'), ('+1486', '4')], [('-1174', '2'), ('+1491', '2')]]","{'^f754de9', 'e3bd5932', '6858417c'}"
7614a13,tests/Comptroller/liquidateCalculateAmountSeizeTest.js,"[[('-1', '1'), ('+1', '1')]]",{'e3bd5932'}
7614a13,tests/Utils/Ethereum.js,"[[('-3', '1'), ('+3', '1')]]",{'e3bd5932'}
7614a13,yarn.lock,"[[('-4', '0'), ('+5', '12')], [('-16', '10'), ('+28', '11')], [('-31', '1'), ('+44', '1')], [('-45', '4'), ('+58', '4')], [('-50', '7'), ('+63', '18')], [('-60', '1'), ('+84', '1')], [('-72', '4'), ('+96', '4')], [('-77', '2'), ('+101', '3')], [('-81', '28'), ('+106', '1')], [('-135', '0'), ('+134', '29')], [('-145', '1'), ('+172', '10')], [('-156', '1'), ('+192', '13')], [('-175', '1'), ('+223', '39')], [('-188', '0'), ('+275', '15')], [('-350', '4'), ('+451', '4')], [('-355', '3'), ('+456', '3')], [('-359', '1'), ('+460', '1')], [('-364', '12'), ('+465', '12')], [('-378', '1'), ('+479', '1')], [('-389', '1'), ('+490', '176')], [('-548', '0'), ('+825', '11')], [('-691', '1'), ('+978', '1')], [('-736', '0'), ('+1024', '7')], [('-753', '0'), ('+1048', '5')], [('-758', '0'), ('+1058', '5')]]","{'cce8c883', 'e3bd5932', '6858417c'}"
db4185c,scenario/src/Builder/MaximillionBuilder.ts,"[[('-1', '64'), ('+0', '0')]]",{'^f754de9'}
db4185c,scenario/src/Contract/Maximillion.ts,"[[('-1', '11'), ('+0', '0')]]",{'^f754de9'}
db4185c,scenario/src/Event/MaximillionEvent.ts,"[[('-1', '104'), ('+0', '0')]]",{'^f754de9'}
db4185c,scenario/src/Value/MaximillionValue.ts,"[[('-1', '34'), ('+0', '0')]]",{'^f754de9'}
db4185c,spec/certora/contracts/MaximillionCertora.sol,"[[('-1', '19'), ('+0', '0')]]","{'^f754de9', '63c992c2'}"
db4185c,tests/MaximillionTest.js,"[[('-1', '62'), ('+0', '0')]]","{'^f754de9', '7614a132', 'e3bd5932'}"
ca6bc76,networks/mainnet-abi.json,"[[('-4812', '0'), ('+4813', '1533')], [('-5275', '0'), ('+6809', '53')], [('-37307', '1'), ('+38893', '146')]]",{'4caf72a1'}
ca6bc76,networks/mainnet.json,"[[('-16', '1'), ('+15', '0')], [('-30', '0'), ('+30', '1')], [('-31', '0'), ('+32', '2')], [('-51', '1'), ('+53', '1')], [('-65', '1'), ('+67', '1')], [('-92', '0'), ('+95', '2')], [('-108', '2'), ('+112', '2')], [('-120', '2'), ('+124', '2')], [('-230', '0'), ('+235', '2')], [('-245', '1'), ('+251', '2')], [('-263', '19'), ('+269', '0')], [('-305', '19'), ('+292', '0')], [('-330', '27'), ('+298', '0')], [('-377', '18'), ('+318', '0')], [('-414', '0'), ('+339', '7')], [('-427', '0'), ('+359', '5')], [('-513', '0'), ('+450', '9')], [('-515', '0'), ('+461', '1')], [('-526', '0'), ('+473', '1')], [('-534', '0'), ('+482', '1')], [('-544', '0'), ('+493', '1')], [('-555', '0'), ('+505', '1')], [('-566', '0'), ('+517', '1')], [('-577', '0'), ('+529', '1')], [('-585', '0'), ('+538', '1')], [('-593', '0'), ('+547', '1')], [('-603', '0'), ('+558', '1')], [('-611', '0'), ('+567', '1')], [('-619', '0'), ('+576', '1')], [('-629', '0'), ('+587', '1')]]","{'bcf0bc7b', '29eaad96', '05aeb8c7', '4caf72a1', '340e479b', 'cce8c883', '^f754de9'}"
ca6bc76,package.json,"[[('-21', '3'), ('+21', '3')], [('-28', '1'), ('+28', '1')]]","{'^f754de9', 'cce8c883', '6858417c'}"
ca6bc76,scenario/package.json,"[[('-13', '1'), ('+13', '1')], [('-15', '6'), ('+15', '6')], [('-23', '3'), ('+23', '3')], [('-27', '2'), ('+27', '2')]]","{'^f754de9', 'cce8c883', 'e3bd5932'}"
ca6bc76,scenario/tsconfig.json,"[[('-24', '1'), ('+24', '1')]]",{'^f754de9'}
ca6bc76,scenario/yarn.lock,"[[('-16', '8'), ('+16', '8')], [('-27', '29'), ('+27', '10')], [('-61', '1'), ('+42', '1')], [('-75', '4'), ('+56', '4')], [('-80', '1'), ('+61', '1')], [('-85', '39'), ('+66', '12')], [('-127', '1'), ('+81', '1')], [('-139', '13'), ('+93', '4')], [('-153', '2'), ('+98', '2')], [('-157', '27'), ('+101', '0')], [('-212', '4'), ('+130', '4')], [('-217', '5'), ('+135', '5')], [('-228', '1'), ('+146', '1')], [('-231', '1'), ('+149', '1')], [('-249', '4'), ('+167', '4')], [('-256', '1'), ('+174', '1')], [('-269', '4'), ('+187', '4')], [('-277', '1'), ('+195', '1')], [('-299', '4'), ('+217', '4')], [('-304', '2'), ('+222', '2')], [('-311', '1'), ('+229', '1')], [('-332', '4'), ('+250', '4')], [('-337', '5'), ('+255', '5')], [('-506', '4'), ('+424', '4')], [('-511', '3'), ('+429', '3')], [('-515', '1'), ('+433', '1')], [('-520', '12'), ('+438', '12')], [('-534', '1'), ('+452', '1')], [('-545', '1'), ('+463', '346')], [('-833', '0'), ('+1097', '5')], [('-887', '0'), ('+1156', '7')], [('-953', '0'), ('+1229', '5')], [('-1032', '63'), ('+1312', '62')], [('-1098', '4'), ('+1377', '4')], [('-1105', '62'), ('+1384', '62')], [('-1169', '4'), ('+1448', '4')], [('-1174', '2'), ('+1453', '2')]]","{'^f754de9', 'e3bd5932', '6858417c'}"
ca6bc76,tests/Comptroller/liquidateCalculateAmountSeizeTest.js,"[[('-1', '1'), ('+1', '1')]]",{'e3bd5932'}
ca6bc76,tests/Utils/Ethereum.js,"[[('-3', '1'), ('+3', '1')]]",{'e3bd5932'}
ca6bc76,yarn.lock,"[[('-16', '10'), ('+16', '21')], [('-31', '1'), ('+42', '1')], [('-45', '4'), ('+56', '4')], [('-50', '7'), ('+61', '17')], [('-60', '1'), ('+81', '1')], [('-72', '13'), ('+93', '4')], [('-86', '14'), ('+98', '2')], [('-101', '6'), ('+100', '0')], [('-108', '1'), ('+102', '1')], [('-135', '0'), ('+130', '28')], [('-145', '1'), ('+167', '10')], [('-156', '1'), ('+187', '12')], [('-175', '1'), ('+217', '20')], [('-188', '0'), ('+250', '14')], [('-350', '4'), ('+425', '4')], [('-355', '3'), ('+430', '3')], [('-359', '1'), ('+434', '1')], [('-364', '12'), ('+439', '12')], [('-378', '1'), ('+453', '1')], [('-389', '1'), ('+464', '123')], [('-548', '0'), ('+746', '11')], [('-691', '1'), ('+899', '1')], [('-736', '0'), ('+945', '7')], [('-758', '0'), ('+974', '5')]]","{'cce8c883', 'e3bd5932', '6858417c'}"
afbca63,spec/scenario/Flywheel/Flywheel.scen,"[[('-2', '1'), ('+2', '1')]]",{'a303a325'}
94b83f3,contracts/Governance/Comp.sol,"[[('-1', '1'), ('+1', '1')]]",{'d657e69d'}
5104a1e,contracts/JumpRateModel.sol,"[[('-1', '122'), ('+0', '0')]]","{'bcf0bc7b', '9ea64ddd', '63c992c2', '37e878d4'}"
b74c5f8,script/scen/scriptFlywheel.scen,"[[('-1', '58'), ('+0', '0')]]","{'9e2685e0', '79526ef0', '7e2cdfbc', '245bae77'}"
b74c5f8,tests/Flywheel/FlywheelTest.js,"[[('-1', '75'), ('+0', '0')]]","{'9e2685e0', '698844b7', '4acc89e0'}"
ecceff0,package.json,"[[('-21', '1'), ('+21', '2')], [('-31', '1'), ('+32', '1')]]",{'e3bd5932'}
ecceff0,scenario/package.json,"[[('-7', '1'), ('+7', '2')], [('-24', '1'), ('+25', '1')], [('-31', '3'), ('+31', '0')]]","{'^f754de9', 'e3bd5932'}"
ecceff0,scenario/yarn.lock,"[[('-389', '1'), ('+389', '1')], [('-394', '4'), ('+394', '14')]]",{'e3bd5932'}
698844b,spec/scenario/PriceOracleProxy.scen,"[[('-1', '34'), ('+0', '0')]]",{'fc2e19e3'}
698844b,tests/Contracts/RefreshSpeedsProxy.sol,"[[('-1', '11'), ('+0', '0')]]",{'a1eb7a64'}
fc2e19e,spec/scenario/PriceOracleProxy.scen,"[[('-1', '34'), ('+1', '34')]]","{'2c52f3e7', 'b3dec2ad', '9e2685e0', '681833a5', 'cce8c883', 'a1eb7a64'}"
8254884,tests/Comptroller/proxiedComptrollerV1Test.js,"[[('-1', '155'), ('+0', '0')]]","{'e3bd5932', '723ab356', '681833a5', 'a4b02609', '^f754de9'}"
a4b0260,spec/scenario/Unitroller.scen,"[[('-1', '273'), ('+0', '0')]]","{'63e01bd6', 'e3bd5932', '9e2685e0', '681833a5', '^f754de9', 'a1eb7a64'}"
a4b0260,tests/CompilerTest.js,"[[('-1', '14'), ('+0', '0')]]",{'6858417c'}
a4b0260,tests/Comptroller/proxiedComptrollerV1Test.js,"[[('-1', '1'), ('+1', '2')]]",{'e3bd5932'}
e0a16ae,package.json,"[[('-32', '1'), ('+32', '1')]]",{'6858417c'}
e0a16ae,scenario/package.json,"[[('-2', '1'), ('+2', '1')], [('-32', '1'), ('+32', '1')]]","{'63c992c2', '6858417c'}"
e0a16ae,spec/scenario/Flywheel/Dripper.scen,"[[('-1', '84'), ('+0', '0')]]",{'a303a325'}
53d8874,package.json,"[[('-10', '1'), ('+10', '1')]]",{'63c992c2'}
245bae7,spec/scenario/BreakLiquidate.scen,"[[('-2', '1'), ('+2', '1')]]",{'681833a5'}
