fix_commit,fname,changed_lines,bug_commits
b7195d44,packages/core/contracts/Migrations.sol,"[[('-1', '28'), ('+0', '0')]]","{'70821e07e', '5db0d7178', '8cca75e60', '46a0e3a41', '18f2c2066', '52864065f'}"
f9abc623,ci/docgen.sh,"[[('-6', '1'), ('+6', '1')]]",{'98c3f90cc'}
c629faf5,packages/core/package.json,"[[('-81', '1'), ('+81', '1')], [('-83', '1'), ('+83', '1')]]","{'dcf638c4b', '3ba662f99'}"
8388eef5,packages/financial-templates-lib/test/price-feed/utils.js,"[[('-1', '1'), ('+1', '2')]]",{'c6eb413e5'}
8388eef5,packages/trader/package.json,"[[('-12', '1'), ('+12', '2')], [('-14', '1'), ('+15', '7')], [('-27', '1'), ('+34', '1')], [('-33', '3'), ('+40', '2')]]",{'9fcc5128f'}
8388eef5,packages/trader/tsconfig-build.json,"[[('-1', '7'), ('+0', '0')]]",{'9fcc5128f'}
8388eef5,packages/trader/tsconfig.json,"[[('-3', '1'), ('+3', '1')], [('-5', '3'), ('+5', '3')]]",{'9fcc5128f'}
8388eef5,yarn.lock,"[[('-3422', '3'), ('+3422', '3')], [('-3427', '3'), ('+3427', '3')], [('-3432', '3'), ('+3432', '3')], [('-3437', '3'), ('+3437', '3')], [('-3442', '3'), ('+3442', '3')], [('-3447', '3'), ('+3447', '3')], [('-3452', '3'), ('+3452', '3')], [('-3457', '3'), ('+3457', '3')], [('-3462', '3'), ('+3462', '3')], [('-3467', '1'), ('+3467', '1')], [('-4460', '0'), ('+4461', '5')], [('-4574', '0'), ('+4580', '5')], [('-4604', '0'), ('+4615', '5')]]",{'de49a1ad8'}
15040bb7,packages/financial-templates-lib/src/price-feed/PriceFeedMockScaled.js,"[[('-1', '1'), ('+1', '1')]]",{'a7d82a4cf'}
d351d264,core/scripts/local/DeployEMP.js,"[[('-6', '0'), ('+7', '4')], [('-8', '2'), ('+12', '1')]]",{'1001c9cff'}
e19c3b0f,packages/financial-templates-lib/package.json,"[[('-7', '1'), ('+7', '1')]]",{'a6aaab0e9'}
e19c3b0f,yarn.lock,"[[('-1951', '1'), ('+1951', '1')], [('-1966', '1'), ('+1966', '1')], [('-2004', '4'), ('+2004', '4')], [('-2009', '2'), ('+2009', '2')], [('-2016', '4'), ('+2016', '4')], [('-2021', '7'), ('+2021', '7')], [('-2030', '4'), ('+2030', '3')], [('-2035', '5'), ('+2034', '2')], [('-2051', '8'), ('+2046', '0')], [('-2439', '7'), ('+2426', '0')], [('-3978', '4'), ('+3959', '4')], [('-3985', '1'), ('+3966', '1')], [('-3987', '1'), ('+3968', '1')], [('-3998', '4'), ('+3979', '4')], [('-4003', '1'), ('+3984', '1')], [('-4005', '1'), ('+3986', '1')], [('-4905', '7'), ('+4885', '0')]]","{'4e320e202', '2a4878250'}"
6d2a0cb8,packages/core/networks/42.json,"[[('-72', '1'), ('+72', '1')], [('-76', '1'), ('+76', '1')]]",{'143fa9ba6'}
4cb51a6c,packages/core/package.json,"[[('-17', '1'), ('+17', '1')]]",{'8c5eccff4'}
4cb51a6c,yarn.lock,"[[('-6161', '6'), ('+6161', '1')], [('-6171', '4'), ('+6166', '4')], [('-6179', '1'), ('+6174', '2')]]","{'40ca5954e', '42a3487a2'}"
d2f8c0a5,ci/truffle_workaround.sh,"[[('-1', '16'), ('+0', '0')]]",{'6eec2eaa1'}
cebb4392,packages/core/scripts/remove-collateral-upp/2_VoteSimulate.js,"[[('-1', '260'), ('+0', '0')], [('-0', '0'), ('+1', '1')]]",{'d55c39024'}
b53757cd,packages/core/tsconfig.json,"[[('-4', '1'), ('+4', '1')]]",{'3ba662f99'}
6376935c,packages/core/scripts/gas-rebate/rebates/Rebate_1.json,"[[('-3', '2'), ('+3', '97')], [('-6', '43'), ('+101', '50')]]",{'596e6b430'}
2612a7b6,packages/core/networks/4.json,"[[('-4', '1'), ('+4', '1')], [('-12', '1'), ('+12', '9')], [('-28', '1'), ('+36', '1')], [('-56', '0'), ('+65', '4')]]","{'ddbf360ce', '4a4e4d385'}"
afc50a27,packages/core/contracts-ovm/insured-bridge/external/arbitrum/AVM_CrossDomainEnabled.sol,"[[('-1', '15'), ('+0', '0')]]",{'7d73fde9c'}
0eab74b1,package.json,"[[('-22', '4'), ('+22', '7')]]",{'6b5c1e68c'}
79c3201d,package.json,"[[('-35', '1'), ('+35', '1')]]",{'838c86c7f'}
e9f63016,packages/core/networks/1.json,"[[('-2', '4'), ('+1', '0')]]",{'d508f66d2'}
e9f63016,packages/core/networks/4.json,"[[('-2', '4'), ('+1', '0')]]","{'a2fd0f92b', 'ddbf360ce'}"
e9f63016,packages/core/networks/42.json,"[[('-2', '4'), ('+1', '0')]]","{'e9cdbf6d8', '9f1601480'}"
1f8728a6,packages/core/networks/1.json,"[[('-96', '1'), ('+96', '1')]]",{'4cfc1ad61'}
1f8728a6,packages/core/networks/137.json,"[[('-56', '1'), ('+56', '1')]]",{'4cfc1ad61'}
4017b076,hardhat.config.js,"[[('-1', '1'), ('+1', '1')], [('-3', '1'), ('+3', '1')]]","{'78efe0cbb', '4ed3d1cce'}"
4017b076,packages/common/src/HardhatConfig.js,"[[('-1', '1'), ('+1', '1')]]",{'78efe0cbb'}
4017b076,packages/core/hardhat.config.js,"[[('-1', '1'), ('+1', '1')]]",{'78efe0cbb'}
a146220b,packages/financial-templates-lib/src/helpers/allowances.js,"[[('-1', '1'), ('+1', '1')]]",{'37395a793'}
37395a79,packages/financial-templates-lib/src/helpers/allowances.js,"[[('-1', '1'), ('+1', '1')]]",{'42fe71178'}
b724578d,packages/core/contracts/merkle-distributor/implementation/MerkleDistributor.sol,"[[('-1', '0'), ('+2', '7')], [('-9', '1'), ('+16', '1')], [('-11', '0'), ('+19', '1')], [('-13', '9'), ('+20', '0')]]",{'b23d7cf47'}
65fe5ea1,common/package.json,"[[('-36', '1'), ('+36', '1')]]",{'65fde3bce'}
65fe5ea1,core/package.json,"[[('-20', '1'), ('+20', '1')]]",{'6a262b476'}
65fe5ea1,package.json,"[[('-83', '4'), ('+83', '4')]]","{'bbc549e16', '24180208e'}"
65fe5ea1,voter-dapp/package.json,"[[('-11', '1'), ('+11', '1')]]",{'fe2c28871'}
7ef0de7e,packages/monitors/src/SyntheticPegMonitor.js,"[[('-4', '1'), ('+4', '1')]]",{'a0eacc42b'}
