fix_commit,fname,changed_lines,bug_commits
d15f0264,contracts/mocks/TLMMock.sol,"[[('-2', '1'), ('+2', '1')]]",{'cade0c78d'}
d15f0264,contracts/mocks/USDCMock.sol,"[[('-2', '1'), ('+2', '1')]]",{'cade0c78d'}
d15f0264,contracts/mocks/oracles/ISourceMock.sol,"[[('-2', '1'), ('+2', '1')]]",{'cade0c78d'}
d15f0264,contracts/mocks/oracles/OracleMock.sol,"[[('-2', '1'), ('+2', '1')]]",{'cade0c78d'}
d15f0264,contracts/mocks/oracles/chainlink/ChainlinkAggregatorV3Mock.sol,"[[('-2', '1'), ('+2', '1')]]",{'cade0c78d'}
d15f0264,contracts/mocks/oracles/compound/CDaiMock.sol,"[[('-2', '1'), ('+2', '1')]]",{'e9c1ee553'}
d15f0264,contracts/mocks/oracles/compound/CTokenChiMock.sol,"[[('-2', '1'), ('+2', '1')]]",{'cade0c78d'}
d15f0264,contracts/mocks/oracles/compound/CTokenRateMock.sol,"[[('-2', '1'), ('+2', '1')]]",{'cade0c78d'}
d15f0264,contracts/mocks/oracles/compound/CTokenUnderlyingMock.sol,"[[('-2', '1'), ('+2', '1')]]",{'e9c1ee553'}
d15f0264,contracts/mocks/oracles/compound/CUSDCMock.sol,"[[('-2', '1'), ('+2', '1')]]",{'e9c1ee553'}
d15f0264,contracts/mocks/oracles/uniswap/UniswapV2PairMock.sol,"[[('-2', '1'), ('+2', '1')]]",{'cade0c78d'}
d15f0264,contracts/mocks/oracles/uniswap/UniswapV3FactoryMock.sol,"[[('-2', '1'), ('+2', '1')]]",{'cade0c78d'}
d15f0264,contracts/mocks/oracles/uniswap/UniswapV3OracleLibraryMock.sol,"[[('-2', '1'), ('+2', '1')]]",{'cade0c78d'}
d15f0264,contracts/mocks/oracles/uniswap/UniswapV3PoolMock.sol,"[[('-2', '1'), ('+2', '1')]]",{'cade0c78d'}
d15f0264,contracts/modules/MakerImportModule.sol,"[[('-2', '1'), ('+2', '1')]]",{'cade0c78d'}
d15f0264,contracts/modules/TLMModule.sol,"[[('-2', '1'), ('+2', '1')]]",{'cade0c78d'}
d15f0264,contracts/oracles/chainlink/ChainlinkMultiOracle.sol,"[[('-2', '1'), ('+2', '1')]]",{'cade0c78d'}
d15f0264,contracts/oracles/chainlink/ChainlinkOracle.sol,"[[('-2', '1'), ('+2', '1')]]",{'cade0c78d'}
d15f0264,contracts/oracles/composite/CompositeMultiOracle.sol,"[[('-2', '1'), ('+2', '1')]]",{'966e139f6'}
